roadSegment_id,roadSegment_type,lane_id,lane_roadid,lane_num,lane_length,lane_dir,lane_type,point_id,point_lane_id,point_left_lane_id,point_right_lane_id,point_cost,
1,0,1,1,0,0,0.778886,0,86,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,87,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,88,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,89,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,90,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,91,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,92,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,93,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,94,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,95,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,96,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,97,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,98,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,99,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,100,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,101,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,102,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,103,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,104,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,105,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,106,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,107,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,108,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,109,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,110,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,111,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,112,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,113,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,114,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,115,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,116,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,117,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,118,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,119,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,120,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,121,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,122,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,123,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,124,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,125,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,126,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,127,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,128,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,129,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,130,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,131,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,132,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,133,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,134,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,135,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,136,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,137,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,138,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,139,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,140,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,141,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,142,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,143,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,144,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,145,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,146,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,147,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,148,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,149,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,150,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,151,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,152,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,153,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,154,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,155,1,0,12411,0,
1,0,1,1,0,0,0.778886,0,156,1,0,12411,0,
